id,created_at,text
1233373267861307392,2020-02-28 12:47:56,b'@voicelesz_voice PIN code for the said ATM. We will look into the matter. https://t.co/mSYcXr4dBD (2/2)'
1233373266804432897,2020-02-28 12:47:56,"b'@voicelesz_voice Dear Monika, we regret the inconvenience caused to you. We are committed to maintaining our leadin\xe2\x80\xa6 https://t.co/Ge0zn5fflL'"
1233372646684884994,2020-02-28 12:45:28,"b'@KGIngale as discussed with you by our official, please forward email to cmbopm2.lhomah@sbi.co.in mentioning your q\xe2\x80\xa6 https://t.co/7K0DgiJxwG'"
1233370053502013440,2020-02-28 12:35:10,"b""@vinodvvm01 matter. Alternatively, you may also call on SBI's 24X7 helpline number i.e. 1800 11 2211 (toll-free), 1\xe2\x80\xa6 https://t.co/J7FMkd9A8h"""
1233370052533084160,2020-02-28 12:35:10,"b'@vinodvvm01 Dear VK, please note that the sanction of the loan depends on many factors like Income, existing liabil\xe2\x80\xa6 https://t.co/BiVYokuQyI'"
1233369413765734400,2020-02-28 12:32:37,b'@tutulbiswas82 please send mail to innovation.lhokol@sbi.co.in about the complaints against these branches in detai\xe2\x80\xa6 https://t.co/6xOBep8nt5'
1233369302679552001,2020-02-28 12:32:11,"b'@SakibAn60625881 Dear Sakib Ansari, in order to assist you in a more effective way, we request you to elaborate you\xe2\x80\xa6 https://t.co/WAseg3YOad'"
1233368175657521152,2020-02-28 12:27:42,"b""@marakwads financial products related to the Bank and it's subsidiaries to meet the customer's need, a request/ awa\xe2\x80\xa6 https://t.co/R0Kd9j0wqi"""
1233368174508363777,2020-02-28 12:27:42,b'@marakwads Please note that the lockers are allotted on basis of the availability and the first come first serve ba\xe2\x80\xa6 https://t.co/8weJy7nOFY'
1233367927753146369,2020-02-28 12:26:43,b'@paudel_sameer inconvenience caused is deeply regretted. We request you to kindly share via DM your name in full an\xe2\x80\xa6 https://t.co/YdO7l67PLa'
1233367714363781123,2020-02-28 12:25:52,b'@manohar17654095 You can submit the documents at the nearest branch as well.'
1233366835426398209,2020-02-28 12:22:23,"b'Mr. Dinesh Kumar Khara, MD (GB&amp;S), SBI &amp; Mr. Venkat Nageswar, DMD (IBG), SBI shared insights at the \xe2\x80\x9cExpanding Indi\xe2\x80\xa6 https://t.co/nyDUpByMYo'"
1233366586498613249,2020-02-28 12:21:23,"b'@saumitrajoshi In order to assist you in this regard, please share the relevant details at https://t.co/s59WAgL6U0\xe2\x80\xa6 https://t.co/EendkhP9O2'"
1233366290548641798,2020-02-28 12:20:13,b'@vicmehta95 please note that the complaint registered under the mentioned ticket number is still under process with\xe2\x80\xa6 https://t.co/zRzFqoaLvk'
1233366113691586562,2020-02-28 12:19:30,b'@diwakarc007 https://t.co/mSYcXr4dBD (3/3)'
1233366112508743680,2020-02-28 12:19:30,b'@diwakarc007 https://t.co/2AUlBhUCMM under General Banking// Charges Related category. We will look into the matter\xe2\x80\xa6 https://t.co/cpEfS3o9Sj'
1233366111024041986,2020-02-28 12:19:30,"b'@diwakarc007 Dear Diwakar, please refer to the schedule of charges available at https://t.co/lZXt2gjzJ3 &gt; Revision\xe2\x80\xa6 https://t.co/lnvDuNDgk6'"
1233365632101556228,2020-02-28 12:17:36,b'@Ashutos38320259 free to register your complaint we shall be happy to assist you. (2/2)'
1233365631053025282,2020-02-28 12:17:35,"b'@Ashutos38320259 inconvenience caused is regretted. In order to assist you in this regard, please share the relevan\xe2\x80\xa6 https://t.co/AdcTXU1j7D'"
1233365343256612864,2020-02-28 12:16:27,"b""@ThottanPJ our contact center on SBI's 24X7 helpline number i.e. 1800 11 2211 (toll-free), 1800 425 3800 (toll-free) or 080-26599990. (2/2)"""
1233365342178758661,2020-02-28 12:16:27,b'@ThottanPJ Please use our online complaint web portal https://t.co/s59WAgL6U0  under category General Banking&gt;&gt;Cheq\xe2\x80\xa6 https://t.co/SWZyhXqXoK'
1233365255478239232,2020-02-28 12:16:06,b'@yadavdeepak9889 Please check the terms and conditions of the arrangement letter of the loan sanctioned and in case\xe2\x80\xa6 https://t.co/Pz3BKK3rZR'
1233364596519469058,2020-02-28 12:13:29,"b'@DayaDaya197 Dear Daya, all SBI Credit Cards concerns/queries need to be directed to @SBICard_Connect. For more inf\xe2\x80\xa6 https://t.co/a15ZVaPSHu'"
1233364147271819271,2020-02-28 12:11:42,b'@Prince_Bentinck Inconvenience caused to you is regretted. We have escalated this issue to the concerned department for quick resolution.'
1233362683212320768,2020-02-28 12:05:53,"b'@rahulGRai Dear Rahul, all SBI Credit Cards concerns/queries need to be directed to @SBICard_Connect. For more info\xe2\x80\xa6 https://t.co/6UzQYoM7cI'"
1233362485958316033,2020-02-28 12:05:06,"b'@Sumeet09717517 Dear Sumeet, we regret the inconvenience caused to you. Please write to support.upi@sbi.co.in with\xe2\x80\xa6 https://t.co/uXfThvdRdk'"
1233362191346212872,2020-02-28 12:03:55,b'@manansingal19 phone/SMS/email. https://t.co/mSYcXr4dBD (3/3)'
1233362190431850496,2020-02-28 12:03:55,"b'@manansingal19 excluding such information to enable our team to respond. Further, please note that SBI or its emplo\xe2\x80\xa6 https://t.co/FxLJ7CnQjn'"
1233362189358129153,2020-02-28 12:03:55,"b'@manansingal19 DISCLAIMER: Please do not share your account no., mobile no. or any personal or account related info\xe2\x80\xa6 https://t.co/rEKussOuPF'"
1233361900580241408,2020-02-28 12:02:46,b'@KP70696085 phone/SMS/email. https://t.co/mSYcXr4dBD (3/3)'
1233361899514933249,2020-02-28 12:02:46,"b'@KP70696085 excluding such information to enable our team to respond. Further, please note that SBI or its employee\xe2\x80\xa6 https://t.co/n8wVPdzOAx'"
1233361898458013702,2020-02-28 12:02:46,"b'@KP70696085 DISCLAIMER: Please do not share your account no., mobile no. or any personal or account related informa\xe2\x80\xa6 https://t.co/Q9KC2jkJJr'"
1233361382822862850,2020-02-28 12:00:43,b'@Sauravk99783207 please confirm if all the necessary steps have been taken and if a complaint has been registered t\xe2\x80\xa6 https://t.co/xyggcZ2KZL'
1233360553923444742,2020-02-28 11:57:25,"b'@AJAYSHISHODIA7 @SBICard_Connect Dear Ajay, all SBI Credit Cards concerns/queries need to be directed to SBICard_Co\xe2\x80\xa6 https://t.co/9U4hs3KjPU'"
1233360397715099648,2020-02-28 11:56:48,"b'@rxhulr We regret the inconvenience. However, please be informed that UPI transactions at present are not charged,\xe2\x80\xa6 https://t.co/BoIhQdMetv'"
1233359546598526977,2020-02-28 11:53:25,b'@Pankajgoenka74 \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x88 \xe0\xa4\x85\xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\xa7\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x96\xe0\xa5\x87\xe0\xa4\xa6 \xe0\xa4\xb9\xe0\xa5\x88. \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xb8\xe0\xa5\x82\xe0\xa4\x9a\xe0\xa4\xbf\xe0\xa4\xa4 \xe0\xa4\x95\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xbf \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\x87\xe0\xa4\x82\xe0\xa4\x9f\xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\x9f \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\xaa\xe0\xa5\x82\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3 \xe0\xa4\xb9\xe0\xa5\x8b \xe0\xa4\x97\xe0\xa4\xaf\xe0\xa5\x80\xe2\x80\xa6 https://t.co/yk1gQFCDoz'
1233359439446581249,2020-02-28 11:52:59,"b'@Becul18 accounts, Minors up to the age group of 18 (Primary Account Holder), Pensioners, all categories, including\xe2\x80\xa6 https://t.co/GtHRXq2zgm'"
1233359438565855233,2020-02-28 11:52:59,"b'@Becul18 Dear Customer, please note that accounts opened under the following schemes are exempt from the average ba\xe2\x80\xa6 https://t.co/unlM0xAKId'"
1233358881428049920,2020-02-28 11:50:46,b'@RoflPappu we understand that the issue has been resolved and the said ATM is working fine now.'
1233358411296886784,2020-02-28 11:48:54,"b'@Ashutos38320259 Dear Customer, in order to assist you in a more effective way, we request you to elaborate your co\xe2\x80\xa6 https://t.co/ZUSMupdam5'"
1233357984190914560,2020-02-28 11:47:12,"b'@BhagatSingh700 Dear Sanjay, we regret the inconvenience caused to you. We request you to register your complaint t\xe2\x80\xa6 https://t.co/fD6zM9257a'"
1233357460368494592,2020-02-28 11:45:07,"b'@BiplawBiswas \xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xbf\xe0\xa4\xaf \xe0\xa4\x97\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xb9\xe0\xa4\x95, \xe0\xa4\x95\xe0\xa5\x83\xe0\xa4\xaa\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\x85\xe0\xa4\xaa\xe0\xa4\xa8\xe0\xa5\x80 \xe0\xa4\xb8\xe0\xa4\xae\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xb5\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xa8 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\x82\xe0\xa5\xa4 \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb8\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xaf\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xb8\xe0\xa4\xa8\xe0\xa5\x8d\xe0\xa4\xa8\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\x97\xe0\xa5\x80\xe0\xa5\xa4 https://t.co/mSYcXr4dBD'"
1233357218835247104,2020-02-28 11:44:10,"b'@praveenraj70 Dear Customer, you are most welcome. Happy Banking!'"
1233356730039439360,2020-02-28 11:42:13,b'@rsharma1609 we have been informed that the branch manager has spoken to you in this regard and also that your CIF\xe2\x80\xa6 https://t.co/ZQP3WWQHF5'
1233355419394945024,2020-02-28 11:37:01,"b'@lalitsharma79 @SBICard_Connect Dear Lalit Sharma, please specify if your query pertains to SBI Debit Cards or Cred\xe2\x80\xa6 https://t.co/YQtBGYNW5Z'"
1233354505703522304,2020-02-28 11:33:23,"b'@Mohdmubinali1 We sincerely regret the inconvenience caused to you. Please DM us your registered contact details, s\xe2\x80\xa6 https://t.co/TtT5pz98GH'"
1233354292783960065,2020-02-28 11:32:32,"b'@TapeshJain06 Dear Adv. Tapesh Jain, all SBI Credit Cards concerns/queries need to be directed to @SBICard_Connect.\xe2\x80\xa6 https://t.co/HBfsytMWPv'"
1233353866089029636,2020-02-28 11:30:50,"b'@rlgoyalt We sincerely regret the inconvenience caused. However, we would like to inform you that our technical tea\xe2\x80\xa6 https://t.co/8ZsvBglw5G'"
1233353825886572547,2020-02-28 11:30:41,b'@r_sahni28 Kindly note that due to  security reasons the aforesaid ATM is closed during night hours.  We regret the\xe2\x80\xa6 https://t.co/uWsEido6Ip'
1233353818601140224,2020-02-28 11:30:39,b'@Tiqmarqs We understand that the branch has done the necessary formalities to resolve your issue. Kindly be in touc\xe2\x80\xa6 https://t.co/TbBMeb5mZP'
1233353518284668929,2020-02-28 11:29:28,"b'@Mumkinhaithohai Please refer to our earlier message and if you feel that the charges are not correct, kindly lodge\xe2\x80\xa6 https://t.co/5E3BNAFceL'"
1233353344586043395,2020-02-28 11:28:46,b'@KaneSarvesh phone/SMS/email. https://t.co/mSYcXr4dBD (3/3)'
1233353343755542528,2020-02-28 11:28:46,"b'@KaneSarvesh excluding such information to enable our team to respond. Further, please note that SBI or its employe\xe2\x80\xa6 https://t.co/FIGph06wQS'"
1233353342870597633,2020-02-28 11:28:46,"b'@KaneSarvesh DISCLAIMER: Please do not share your account no., mobile no. or any personal or account related inform\xe2\x80\xa6 https://t.co/iWwd9eqeGr'"
1233353001777213440,2020-02-28 11:27:24,b'@Dkoolvineet The branch has informed that charges has been refunded in your account. Please check your account.'
1233352714341539840,2020-02-28 11:26:16,"b'@Rohit10199746 Dear Rohit, we regret the inconvenience caused to you. Please register your complaint by calling our\xe2\x80\xa6 https://t.co/Csvwo0V9zW'"
1233352445717291008,2020-02-28 11:25:12,b'@melodyfied https://t.co/2AUlBhUCMM under General Banking// Charges Related category. We will look into the matter.\xe2\x80\xa6 https://t.co/sr2YoNj5ec'
1233352444224135174,2020-02-28 11:25:11,"b'@melodyfied Dear Ashish, please refer to the schedule of charges available at https://t.co/lZXt2gjzJ3 &gt; Revision In\xe2\x80\xa6 https://t.co/PIQMnUNh8W'"
1233352359176212480,2020-02-28 11:24:51,"b'@satish_r_88 In order to assist you in this regard, please share the relevant details at https://t.co/s59WAgL6U0 un\xe2\x80\xa6 https://t.co/Z54nqlNnqH'"
1233352251613286400,2020-02-28 11:24:26,b'@KaranSumbly 11 and 1800 425 3800 toll free to register your complaint we shall be happy to assist you. (2/2)'
1233352250661142528,2020-02-28 11:24:25,"b'@KaranSumbly Inconvenience caused is regretted. In order to assist you in this regard, please share the relevant de\xe2\x80\xa6 https://t.co/DFrqNSolOG'"
1233352019018231809,2020-02-28 11:23:30,"b'@Kareemet1 In order to assist you in this regard, please share the relevant details at https://t.co/s59WAgL6U0 unde\xe2\x80\xa6 https://t.co/Pjuq4e9oqB'"
1233351911933382656,2020-02-28 11:23:05,b'@ashishradhe Please block the debit card by calling our customer care numbers -  1800 11 22 11  or 1800 425 3800 an\xe2\x80\xa6 https://t.co/qcHb5huaYn'
1233351594730807303,2020-02-28 11:21:49,b'@MohdSar68598919 Please find the details on this link - https://t.co/0yBTbVaUKQ'
1233351496135213056,2020-02-28 11:21:25,b'@Hrishi35669471 We regret the inconvenience. Please register a complaint on the link: https://t.co/s59WAgL6U0. sele\xe2\x80\xa6 https://t.co/ZYhghWYskC'
1233351469635710976,2020-02-28 11:21:19,b'@AiyyubPatel We recommend you to clear the dues as requested by the branch officials.'
1233351422323851265,2020-02-28 11:21:08,"b'@premjipmb In order to assist you in this regard, please share the relevant details at https://t.co/s59WAgL6U0 unde\xe2\x80\xa6 https://t.co/lpGqwCI7ct'"
1233351421673824256,2020-02-28 11:21:08,b'@kashinath8287 \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x88 \xe0\xa4\x85\xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\xa7\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x96\xe0\xa5\x87\xe0\xa4\xa6 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa5\xa4 \xe0\xa4\x86\xe0\xa4\xaa \xe0\xa4\x85\xe0\xa4\xaa\xe0\xa4\xa8\xe0\xa5\x80 \xe0\xa4\xb6\xe0\xa4\xbf\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xaf\xe0\xa4\xa4 \xe0\xa4\xb9\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa5\x8b\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\x9f\xe0\xa4\xb2 https://t.co/s59WAgL6U0  \xe0\xa4\xaa\xe0\xa4\xb0 GENERAL BANK\xe2\x80\xa6 https://t.co/MY5xl0IRjh'
1233351155612295168,2020-02-28 11:20:04,b'@ARJUNKISKU15 \xe0\xa4\x95\xe0\xa5\x83\xe0\xa4\xaa\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\x85\xe0\xa4\xaa\xe0\xa4\xa8\xe0\xa5\x80 \xe0\xa4\xb6\xe0\xa4\xbf\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xaf\xe0\xa4\xa4 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa5\x87 \xe0\xa4\x97\xe0\xa4\x8f \xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\x82\xe0\xa4\x95 https://t.co/s59WAgL6U0 under General Banking // Operation of accounts\xe2\x80\xa6 https://t.co/GPaQpdtka0'
1233351005120712704,2020-02-28 11:19:28,b'@alok1312 (toll-free) or 080-26599990. (3/3)'
1233351004147585024,2020-02-28 11:19:28,"b'@alok1312 with us. Please use branch code of the Bangalore branch for lodging of the complaint. Alternatively, you\xe2\x80\xa6 https://t.co/56TZ2XJnbt'"
1233351003099017222,2020-02-28 11:19:28,"b'@alok1312 As advised earlier, you can submit the KYC documents at the nearest branch. For a specific complaint agai\xe2\x80\xa6 https://t.co/GSL6DJN0WQ'"
1233350564752363521,2020-02-28 11:17:43,b'@praveenraj70 You need to submit an application for transfer of account. It ca be submitted either of the two branc\xe2\x80\xa6 https://t.co/RwjwgeiysI'
1233350470594420736,2020-02-28 11:17:21,b'@RajDarbhanga complaint registered in order to help us assist you. (2/2)'
1233350469201940481,2020-02-28 11:17:21,b'@RajDarbhanga please note that in this regard a complaint needs to be registered on our online portal\xe2\x80\xa6 https://t.co/U1vjXtlD77'
1233350452143628288,2020-02-28 11:17:16,b'@DrAvinash15 \xe0\xa4\x85\xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\xa7\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x96\xe0\xa5\x87\xe0\xa4\xa6 \xe0\xa4\xb9\xe0\xa5\x88 | \xe0\xa4\x95\xe0\xa5\x83\xe0\xa4\xaa\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\x85\xe0\xa4\xaa\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\x96\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa4\x82 \xe0\xa5\xa6 \xe0\xa4\xa1\xe0\xa4\xbe\xe0\xa4\x87\xe0\xa4\xb0\xe0\xa5\x88\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\x9f \xe0\xa4\xae\xe0\xa5\x88\xe0\xa4\xb8\xe0\xa5\x87\xe0\xa4\x9c ( \xe0\xa4\xa1\xe0\xa5\x80\xe0\xa4\x8f\xe0\xa4\xae) \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xa6\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xbe \xe0\xa4\xad\xe0\xa5\x87\xe0\xa4\x9c\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xa4\xe0\xa4\xbe\xe0\xa4\x95\xe0\xa4\xbf \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb8\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xaf\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\x9c\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa4\x95\xe0\xa5\x87 | \xe0\xa4\xa7\xe0\xa4\xa8\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 |'
1233349577610342406,2020-02-28 11:13:48,"b'@Ashishsanghwan Please confirm if you have registered a complaint as we had suggested earlier. If yes, then please\xe2\x80\xa6 https://t.co/oHGLbS1D8B'"
1233349418398756864,2020-02-28 11:13:10,b'@rajeshmangal75 We welcome your feedback and your concerns will be addressed suitably. Thank You.'
1233349197405052928,2020-02-28 11:12:17,"b'@rohitc_07 @SBICard_Connect Dear Rohit Chourasia, all SBI Credit Cards concerns/queries need to be directed to SBIC\xe2\x80\xa6 https://t.co/FTbfyJkPMZ'"
1233348945822261249,2020-02-28 11:11:17,b'@BhargavK97 We are looking forward to provide you with excellent service.'
